,Category,Resume_skills
1236,DIGITAL-MEDIA,"{fitting, adobe illustrator, youtube, photoshop, illustration, pro, design, post production, video, screens, animation software, training, x, film photography, discrimination, modding, project, donations, character animation, gimp, art, photography, digital, aesthetics, flash, workplace, toon boom, digital art, teaching, canvassing, paint, short films, games, harmony, project based, protection, adobe photoshop, adobe, final cut pro, film, learning}"
1237,DIGITAL-MEDIA,"{comscore, campaigns, nielsen, theatre, digital media, video, mri, media planning, training, rfp, kpi, self service, communications, drive, mobile, key performance indicators, deliverables, paid media, broadcasting, indicators, offline media, digital, data analysis, remarketing, online, platforms, dashboard, landscape, research, media skills, sem, roi strategies, status, planners, teams, strategy, demand, history}"
1238,DIGITAL-MEDIA,"{football, command, oems, application, office, running, entertainment, technical training, dell, internet, draft, customer satisfaction, led, tv production, mac, rights, telephony, software licensing, telecom, studio, production facilities, leadership, inventory control, disney, personnel security, information technology, telecommunications systems, coordinated, family, support analysts, network infrastructure, data centers, resolve, laptops, cyber, organizational leadership, automotive, conflict, environment, digital video, media production, revenue, telecommunications, range, apple, kpi, microsoft exchange, team development, ibm, ran, budgeting, service levels, asset tracking, operations, technology, investment, client services, television, building, wifi, technical operations, nfl, commvault, assistants, badges, active directory, vendors, phones, performance metrics, customer, mac systems, servers, healthcare, computer information systems, demand, quality, asset management, procurement, intranet, data center, architecture, infrastructure, digital media, itil, encoding, com, coordinators, login scripts, ip, health, training, itil certified, analytical skills, cyber security, capex, cable, hp, microsoft office, system maintenance, foundation certified, bowls, digital, metrics, workplace, cisco voip, desktop computers, vendor management, data systems, unified communications, people management, windows, rentals, business continuity, status, purchasing, contract negotiation, maintenance, ipsec, enterprise, security, cisco, user experience, interpersonal communication, foundation, opex, iptv, network backup, macintosh, workflow, liaison, edge, fantasy football, protocol, conflict management, technical services, events, long range planning, broadcast, application infrastructure, post production, procurement contracts, video, licensing, access, negotiation, pressure, x, pds, communications, exchange server, ownership, project, annual reports, cs, sql, devices, electronics, digital rights, timelines, disaster recovery, plus, corporate management, computing, das, capital, voip, email, client surveys, microsoft, live, lenovo, remote operations, executive support, airwatch, vendor contracts, information systems, enterprise services}"
1239,DIGITAL-MEDIA,"{messaging, contractors, copies, output, customer satisfaction, english, pod, studio, leadership, comics, coordinated, quark, html, reproduction, political science, resolve, acrobat, data segmentation, environment, indesign, photoshop, customer service skills, box, nms, freehand, visio, writing, css, wordpress, publishing, web technologies, design web, cloud, direct mail, inserts, customer service, high pressure, media solutions, vendors, customer, demand, adobe, quality, testing, transmission, mail, flow, crafts, completion, connect, sponsorship, digital media, pmp, xpress, com, form, www, pagemaker, training, microsoft word, deliverables, components, print, digital, metrics, word, platforms, flow diagrams, troubleshooting, advertorials, documentation, color, record, email marketing, web design, business requirements, salesforce, project documentation, design, name change, nuke, access, pressure, project, sql, fetch, digital marketing, timelines, segmentation, go, facebook, processing, diagrams, online, excel, engagements, layout, pitstop, email, teams, microsoft, live, direct mail pieces, web}"
1240,DIGITAL-MEDIA,"{spanish, latam, media planning, english, led, campaign execution, leadership, steps, checklists, one, trading, portuguese, branding, coordinated, devops, investments, award, google analytics, strategy execution, history, reporting, brokerage, ctrs, agility, channel partners, wrap, ppc, agile, revenue, r, beta, returns, less, search, features, digital channels, investment, operations, data analysis, languages, optimization, media solutions, risk, customer, equity trading, strategy, quality, testing, auditing, comscore, flow, campaigns, digital media, dashboards, training, mobile, french, digital, executive leadership, modeling, google, platforms, new hires, analytics, presentations, blueprint, evaluations, liaison, google adwords, smb, capital markets, business strategy, project, digital marketing, go, facebook, partnerships, excel, adwords, capital, stocks, lead generation, teams, microsoft, volatility, behavioral targeting, media strategy}"
1241,DIGITAL-MEDIA,"{fact, ipad, customer events, focus, diesel, external agencies, campaigns, completion, creativity, events, sponsorship, design, silver, com, internet, video, documentary, publicity, cost savings, production execution, communications, graphic design, promotional, ownership, consumer interaction, oversight, project, public relations, relevance, evolution, technology, logo design, nascar, digital, strategic marketing, product evolution, one, strategic business, trumpet, product specification, public, elements, positioning, commercial vehicle, product launch, vendor management, branding, video production, coordinated, sales presentations, social media, savings, research, marketing budget, country music, interactive web, american marketing association, corporate events, award, customer, marketing mix, tactical planning, strategy, directors, account relations, materials, shipping, history, strengthening, web, app, presentations}"
1242,DIGITAL-MEDIA,"{brochures, office, administrative, mar, design projects, personal websites, oil painting, one, digital art, painting, maya, art history, family, sculpture, history, conflict, indesign, photoshop, pamphlets, community outreach, photos, seasonal, lists, writing, military, technology, flash, collage, bags, artifacts, special events, storage, materials, charity events, marking, traditional art media, psychology, dirt, conflict resolution, digital media, politicians, deals, print, digital, photo, digital photography, feeds, google, troubleshooting, anthropology, archaeology, oil, fine art, web design, charity, google adwords, events, design, time management, cape, print media, video, advanced, cuts, children, art, photography, childhood, teaching, billboards, adwords, email lists, digging, email, live, web, field work}"
1243,DIGITAL-MEDIA,"{interview, spanish, latam, honda, office, dual citizenship, concerts, english, instagram, portuguese, html, agenda, commerce, indesign, basic, photoshop, citizenship, e commerce, gallery, prime, lists, photographers, powerpoint, art gallery, building, cloud, airbnb, languages, optimization, customer, adobe photoshop, adobe, keynote, newsletters, ctr, connect, digital media, mailing lists, training, teamwork, cooking, house management, evernote, french, space, social impact, digital, bloomberg, metrics, tags, public, google, word, platforms, research, press releases, scheduling, record, enterprise, security, media coverage, salesforce, events, video, communications, memos, public relations, google calendar, art, digital marketing, outlets, optimization software, reach, facebook, positioning, calendars, excel, twitter, social media, hootsuite, email, teams, web}"
1244,DIGITAL-MEDIA,"{unloading, supply, adobe illustrator, dreamweaver, photoshop, databases, titles, contractors, site specific, pro, product knowledge, design, entertainment, administrative, sports, patterning, trade shows, buildings, access, osha, general, foot, training, advising clients, c, entertainment technology, ownership, store, options, project, murals, visio, alchemy, presonus, database, nhl, art, operations, technology, train new employees, sales strategy, vinyl, organization, plants, corel painter, wallpaper, excel, audio engineering, corel, customer service, troubleshooting, equipment testing, games, ableton live, ableton, arranging, deliveries, zbrush, status, customer, machinery, award, adobe photoshop, strategy, live, adobe, materials, quality, osha certified, event planning, testing, environment, pga, product placement}"
1245,DIGITAL-MEDIA,"{photojournalism, titles, photoshop, video editing, command, air, pro, factual, editing software, broadcast, range, video, general, spring, training, english, writer, videography, editing, advanced, photos, short stories, general assignment, study abroad, science journalism, writing, database, science communication, publishing, campus, digitization, journalism, public, edius, proofreading, video production, problem solving, social media, html, research, copy editing, ect, electronic media, observation, final cut pro, articles}"
1246,DIGITAL-MEDIA,"{hipaa, liaison, booklets, employee relations, communication training, recruiting, hris, time management, cafeteria plans, administrative, welfare, federal regulations, coordination skills, regulations, health, training, peoplesoft, english, communications, benefits administration, workers compensation, checks, background checks, military, open enrollment, operations, investment, cornell university, vendor management, cafeteria, organization, hearings, metrics, interpersonal skills, analytics, erisa, compensation, cobra, tpa, developments, preparation, coordinated, ltd, hiring, insurance, leave administration, statistics, new hires, resource management, savings, exit interviews, wc, carriers, records, measures, nurses, payroll, risk, vendors, resolve, eligibility, customer, documentation, strategy, status, sap, enrollments, maintenance, history, business initiatives, life insurance, reporting, learning, immigration, pay}"
1247,DIGITAL-MEDIA,"{mail, edge, graduate, audio equipment, media production, press conferences, csr, events, office, design, digital media, sports, r, video, buildings, access, projection, peoplesoft, training, foot, conferences, legislation, office operations, prompt, memos, public relations, boundaries, space, leadership, operations, campus, digital, msca, go, public, plus, coordinated, problem solving, troubleshooting, research, utilization, records, press releases, rentals, csrs, phones, scheduling, resolve, customer, equipment installation, microsoft, live, maintenance, history, quality, enterprise, public safety, film, web}"
1248,DIGITAL-MEDIA,"{business skills, supply, marketing materials, missions, client requirements, photoshop, campaigns, salesforce, survey, digital media, broadcast, quicken, com, pipeline, access, schedules, traditional print, international business, base, customer communication, supply chain, forecasting, project, presidents club, production schedules, soccer, search, print, transportation, educational programs, outlets, digital, national accounts, partnerships, cars, media sales, word, online, excel, preparation, construction, seo, commitments, microsoft access, market share, reviews, polypropylene, online advertising, award, customer, saas, adobe photoshop, purchase orders, microsoft, adobe, materials, yearbook, shipping, plastics, pos, indesign}"
1249,DIGITAL-MEDIA,"{leadership training, newsletters, audio equipment, media production, brochures, events, print media, digital media, entertainment, broadcast, com, video, form, live events, web services, instructional videos, trade shows, training, base, drive, promotional, media strategy, editing, blogs, control room, consumer interaction, writing, arts journalism, video equipment, print, studio, leadership, digital marketing, brand awareness, digital, program production, organization, television, instagram, facebook, beacon, teleprompter, journalism, online, twitter, video production, platforms, coordinated, social media, emerging leaders, tape, press releases, showcase, membership, customer, email, promotional videos, strategy, live, materials, engage, email marketing, app, articles, web, broadcast production, collaboration, presentations, business directory}"
1250,DIGITAL-MEDIA,"{mobile applications, spanish, brochures, brand tracking, office, mar, media planning, english, suggestions, inbound marketing, ale, studio, financial transactions, intermediate, artwork, branding, statistics, fox, html, mining, sem, spaces, commerce, databases, n, remuneration, dem, e commerce, mathematics, c, packaging, graphic design, skype, government, mutual funds, investment, multinational, skiing, performance analysis, multimedia, marketing analytics, preparation, acquisitions, web analytics, insurance, languages, optimization, approvals, facebook marketing, sheets, customer, strategy, materials, art direction, corporate communications, bpm, campaigns, telco, nielsen, dance, digital media, pages, www, com, general, models, mobile, store, travel, integrated marketing, microsoft office, media marketing, display advertising, digital, media buying, public, corporate image, seo, copywriting, research, securities, documentation, purchasing, clerks, email marketing, analytics, data mining, presentations, market research, dynamics, social commerce, competitive analysis, bonds, design, speech, economics, italian, video, birth, communications, panasonic, product concept, government securities, paypal, database, public relations, art, devices, digital marketing, facebook, processing, elements, marketing agency, online, gym, social media, pipelines, finance, merchandising, computer science, arranging, lead generation, email, microsoft, web}"
1251,DIGITAL-MEDIA,"{mashups, fiction, application, json, server side, urchin, internet, xslt, lamp, ideal, rally, problem management, internet video, information technology, devops, html, chat, xml, operations processes, high traffic, history, git, automotive, markup languages, environment, los angeles, basic, student programming, perl, databases, photoshop, sitescope, agile, tracker, oracle, lean startup, automation, image processing, root cause, service operations, bitbucket, continuous delivery, css, maven, features, operations, technology, organization, specifications, building, data warehouse, corporate training, configuration management, insurance, languages, optimization, media solutions, cloudstack, client side, active directory, customer, proprietary software, angularjs, demand, inform, quality, omniture, keynote, procurement, framework, testing, data visualization, corporate communications, communication development, cmdb, architecture, requirements analysis, infrastructure, digital media, itil, com, manufacturing, american literature, request tracker, training, motion, team building, business rules, science fiction, components, mysql, literature, indicators, real estate, graphics, digital, team performance, metrics, xsl, platforms, crm, correlation, vbscript, scrum, transcripts, research, php, rich media, functional specifications, change management, color, confluence, maintenance, engage, enterprise, learning, foundation, jenkins, market research, edge, title insurance, salesforce, scripting, design, economics, video, jelly, web services, apt, development testing, watermarking, continuous integration, communications, javascript, bootstrap, selenium, visualization, project, key performance indicators, matching, jira, database, ivt, visual basic, principles, service catalog, webcasting, processing, development operations, root, excel, online, dashboard, event correlation, provisioning, content delivery, sorting, email, interfaces, live, lean manufacturing, magazines, web}"
1252,DIGITAL-MEDIA,"{app store, marketing automation, campaigns, persona, revenue, digital media, customer acquisition, content marketing, x, launches, communications, c, mql, mobile, store, automation, app store optimization, paid search strategy, search strategy, public relations, search, digital marketing, brand awareness, hacking, digital, segmentation, building, press release development, partnerships, analytics, public, online, branding, ux, dvd, seo, optimization, vs, sem, customer, email, teams, growth hacking, strategy, lead generation, data analytics, email marketing, quality, link building, app, testing, subscriptions, ecommerce, saint}"
1253,DIGITAL-MEDIA,"{https, focus, workflow, testing, campaigns, business requirements, agile, content management, lds, office, design, marketing strategy, pages, digital media, pmp, angular, www, keyword research, agile methodologies, credit, mar, web services, web development, led, writer, javascript, english, agile project management, adobe analytics, finnish, project, conducting, jquery, clicktale, high proficiency, writing, focus groups, jira, css, groups, management professional, microsoft office, ux design, microsoft excel, digital marketing, graphics, digital, au, iiba, analytics, google, online, excel, design web, ux, web pages, seo, user research, html, scrum, research, trello, php, finance, technical research, usability, apps, email, management system, google analytics, strategy, slack, microsoft, adobe, web, tactics}"
1254,DIGITAL-MEDIA,"{messaging, focus, recruiting, phillips, customer base, pipeline, creative design, case, led, campaign development, management companies, leadership, pottery, collateral production, automotive, articulate presenter, indesign, photoshop, revenue, base, c, articulate, persuasion, visio, team leadership, publishing, powerpoint, operations, technology, day spa, organization, marvel, strategic business, interpersonal skills, product launch, direct mail, direct marketing, customer service, savings, market share, spa, vendors, customer, mobile marketing, strategy, business media, adobe, quality, mail, thought leadership, creative strategy, campaigns, nielsen, infrastructure, digital media, com, cost savings, general, health, drive, mobile, deals, integrated marketing, print, real estate, digital, media buying, word, research, collateral, suite, connections, record, publications, presentations, adobe creative suite, edge, union, consumer goods, salesforce, decks, events, intelligence, design, development management, merchandise, pressure, communications, project, business opportunities, market planning, children, ooh, profiles, online, excel, case studies, creative suite, affiliates, utilization, lead generation, teams}"
1255,DIGITAL-MEDIA,"{location scouting, forms, lunch, spanish, graduate, office, vine, beginner, contract hire, production experience, tv production, mac, linkedin, leadership, storyboarding, instagram, outlook, branding, short films, craft, investors, family, production equipment, payroll, vimeo, pinterest, youtube, photoshop, music videos, media production, dslr, workshops, range, r, breakdown, capture, tumblr, team leadership, production schedules, budgeting, eos, powerpoint, wordpress, campus, multimedia, organization, building, gear, audition, languages, call sheets, sheets, adobe photoshop, snapchat, adobe, final cut pro, quality, film, showcases, campaigns, pro, connect, chinese, operating systems, digital media, pages, www, com, schedules, casting, teamwork, canon, load, microsoft office, pc user, graphics, digital, word, lightroom, platforms, research, documentation, wardrobe, liaison, relationship building, dmc, events, design, post production, video, conferences, pressure, x, scouting, editing, advanced, lighting, storytelling, project, art, target audience, mandarin, screenwriting, outlets, aesthetics, facebook, funding, online, twitter, excel, social media, microsoft, live}"
1256,DIGITAL-MEDIA,"{photojournalism, adobe creative suite, dreamweaver, photoshop, football, leadership management, media production, creativity, pro, adobe bridge, office, design, events, digital media, film production, sports, student government, teamwork, led, communications, premiere pro, packaging, photos, mac, writing, public relations, science communication, groups, powerpoint, flickr, government, leadership, wordpress, money, outlets, graphics, digital, multimedia, movie maker, windows movie maker, instagram, facebook, processing, journalism, public, google, plus, online, twitter, excel, articles, coordinated, management skills, social media, problem solving, sensitivity, windows, hootsuite, bridge, imovie, research, layout, creative suite, microsoft office, breaking news, resolve, suite, teams, literacy, microsoft, food processing, adobe, final cut pro, film, pinterest, indesign}"
1257,DIGITAL-MEDIA,"{messaging, focus, vast, brochures, turn, requirements management, third party relationships, brightcove, internet, mar, animation software, video advertising, led, reverbnation, mac, special effects, prospect, guides, addition, internet video, one, program launch, coordinated, listen, avid, customer value, labels, service quality, award, apps, articles, softimage, digital video, viewpoint, ad serving, technical writers, agile, revenue, laser, r, packaging, newspapers, mobile advertising, writing, ecosystem, money, doubleclick, features, technology, investment, restructuring, specifications, building, escalation process, direct mail, problem solving, white papers, customer service, film studios, media solutions, developers, vendors, customer, sales engineering, strategy, brand identity, adobe, testers, quality, film, testing, framework, onboarding, mail, rendering, email analytics, campaigns, digital media, manufacturing, training, mobile, drive, map, deals, analytical skills, product management, technical marketing, executive team, cable, escalation, indicators, unicast, graphics, digital, modeling, manual labor, public, platforms, new opportunities, direct mail campaigns, writers, windows, scrum, research, scalability, rich media, nasdaq, press releases, usability, status, third party vendors, documentation, saas, suite, express, order administration, email marketing, shipping, analytics, commercial software, engineers, presentations, edge, american express, intelligence, broadcast, video, trade shows, conferences, coca cola, communications, promotional, affiliate, key performance indicators, public relations, service providers, strategic vision, digital marketing, proposition, monetization, leading development teams, segmentation, support documentation, partnerships, positioning, online, operators, new features, games, online advertising, finance, computer science, emerging artists, computer graphics, demos, lead generation, email, teams, microsoft, live, magazines, media strategy, web}"
1258,DIGITAL-MEDIA,"{storage systems, vast, titles, wireless, compaq, sdk development, entertainment, dell, pipeline, documentary, credit, vertical market, sdk, private companies, quantel, led, oled, si, rights, proton, special effects, production systems, clio, star wars, telecom, lsi, studio, production facilities, europe, disney, one, qam, lcd tv, samsung, avid, fox, intel, award, milestones, display technology, history, technology integration, environment, square, basic, music videos, availability, box, optimizing performance, feature films, solution selling, ethernet, nms, revenue, cinema, n, arista, raid, distribution agreements, scratch, episode, nasa, ios, base, integration engineering, aerospace, pdi, packaging, ibm, instrumental, media entertainment, high availability, broadcasting, product manufacturing, budgeting, transmitters, sony, government, features, operations, technology, ministries, handover, multimedia, organization, android, building, television, equator, digital cinema, cloud, problem solving, e learning, av systems, spots, developers, cast, phones, customer, entertainment systems, industrial video, healthcare, strategy, hevc, consumer electronics, storage, tuning, demand, performance tuning, entertainment industry, film, testing, texas, ultimate, finish, contract manufacturing, creative media, catalogs, tcl, functionality, architecture, completion, telco, campaigns, video systems, chinese, digital media, pages, encoding, philips, form, florida, manufacturing, ip, training, streaming media, emc, mobile, drive, fuji, large format, comm, travel, field support, product management, imagineering, motion, cable, hp, firewall, cosmetics, toshiba, production companies, graphics, digital, bloomberg, dth, design engineering, ems, vod, managed services, management engineering, lcd, award winner, satellite, platforms, needs assessment, nist, troubleshooting, playback, nokia, scalability, research, design management, system architecture, professional services, vista, rich media, encoders, architecting, status, saas, color, management system, pixar, sis, enterprise, security, cisco, printing, lg, assessment, engineers, learning, foundation, commercials, iptv, dme, multiplexers, software systems, electronic products, market penetration, union, content management, storage solutions, bonds, technical services, design, silicon, broadcast, post production, video, airlines, rfp, large enterprise, communications, alcatel, panasonic, ctc, advanced, editing, project, semiconductor, esp, ife, service providers, art, devices, electronics, mobile devices, dvb, star, acting, mobile tv, development operations, partnerships, funding, product service, chart, plus, online, linear editing, operators, media technology, rapid response, content delivery, documentaries, project managers, product design, teams, lenovo, live, asset management}"
1259,DIGITAL-MEDIA,"{transformation, database marketing, pipeline, technology leadership, matrix, customer driven innovation, led, data quality, leadership, staff development, digital strategy, video production, award, apps, process implementation, history, legislation, commerce, data privacy, agile, revenue, e commerce, web traffic, sales growth, automation, team leadership, product vision, budgeting, technology, sales strategy, organization, building, machine learning, research design, sourcing, business transformation, customer, strategy, quality, procurement, flow, shaping, customer data, digital media, customer retention, mobile, drive, product management, evolution, digital, metrics, project delivery, platforms, crm, seo, inside sales, research, prototyping, mobile apps, lead management, learning, market research, sales process, design, content marketing, video, cms, x, project, business opportunities, database, principles, digital marketing, acting, positioning, online, finance, protection, customer driven, web, key metrics}"
1260,DIGITAL-MEDIA,"{quarkxpress, central desktop, office, strata, running, errands, entertainment, media planning, ops, fuse, mac, client billing, addition, telecom, studio, dds, leadership, journalism, samsung, coordinated, interactive media, estimates, reporting, clear, articles, ctrs, box, ios, launches, thinking skills, payments, briefing, operations, organization, optimization, approvals, digital production, vendors, sheets, strategy, comscore, fios, campaigns, srds, marketing strategy, dart, dfa, digital media, docs, training, media finance, drive, components, digital, metrics, tags, public, google, lotus notes, lotus, research, mediavisor, status, suite, enterprise, presentations, sales operations, liaison, caesar, snapshot, salesforce, decks, events, mri, neo, negotiation, rfp, communications, numbers, hyperion, project, account executives, google drive, public relations, notes, timelines, strategic marketing, processing, online, excel, finance, emarketer, project managers, running errands}"
1261,DIGITAL-MEDIA,"{messaging, focus, creative services, graduate, advertising sales, entertainment, bose, slim, oversight, leadership, cpg, development strategy, social business, quota achievement, strategy execution, reporting, commerce, forecasting, ad serving, integrated programs, air, revenue, film production, streams, sales management, e commerce, c, operations, technology, qsr, sales strategy, organization, television, campaign management, strategic sales plans, flags, sourcing, vendors, customer, fostering, strategy, revenue streams, communications management, film, team management, campaigns, production direction, sponsorship, digital media, mobile, drive, deals, cable, hp, media marketing, digital, new market expansion, public, platforms, rich media, research, collateral, c level management, record, retail, analytics, sales operations, commercials, multiple disciplines, market research, avenue, strategic initiatives, sales process, events, video, communications, revenue forecasting, advanced, omni, electronics, go, partnerships, positioning, online, finance, teams, live, media strategy}"
1262,DIGITAL-MEDIA,"{stem, devising, gap, office, mechanisms, entertainment, cost reduction, writer, client assessment, oversight, prospect, information sharing, leadership, one, cultivation, information technology, donors, branding, fox, html, capital projects, award, butterfly, political science, materials development, process implementation, history, reporting, bus, environment, saint, ledger, julia, revenue, annual fund, solicitation, launches, c, instrumental, less, donations, thinking skills, team leadership, budgeting, sony, government, technology, building, cancer, direct mail, customer service, market share, oasis, technological innovation, vendors, customer, healthcare, special events, adobe, materials, quality, mail, campaigns, konica, donor communication, sponsorship, digital media, online product launches, general, health, strategic planning, breast cancer, participation, microsoft office, confidentiality, digital, metrics, public, new opportunities, research, collateral, management development, humanistic, status, suite, sensitive information, record, poverty, assessment, foundation, adobe creative suite, expenses, classic, charity, stewardship, liaison, edge, events, broadcast, video, trade shows, access, corporate relations, gifts, communications, birthdays, fundraising, project, business units, minolta, children, public relations, art, electronics, star, particular, sales contracts, learners, donor perfect, maternity, forefront, elements, online, golf, capital, creative suite, finance, sap, process monitoring, microsoft, prospect research, donor recognition, web, committees, vip}"
1263,DIGITAL-MEDIA,"{adobe creative suite, liaison, photoshop, relationship building, completion, office, events, solver, time management, led, basecamp, project, deliverables, budgeting, publishing, microsoft office, digital, building, site visits, management skills, coordinated, transparency, html, creative suite, vendors, contract management, status, morale, suite, teams, computer information systems, microsoft, special events, adobe, quality, energy, workamajig, information systems, forecasting}"
1264,DIGITAL-MEDIA,"{gap, application, internet, classroom design, fraud analysis, functional support, prospect, guides, leadership, product penetration, one, mobile application development, reviews, award, apps, chat, client delivery, app, customer service skills, strategic leadership, apple watch, philosophy, apple, ios, capture, resolutions, referrals, operations, validation, android, organization, fraud, customer service, risk, vendors, customer, mobile marketing, quality, testing, dda, team management, flow, functionality, ach, exceptions, biometrics, fit, strategic alliances, training, mobile, drive, map, analytical skills, escalation, digital, modeling, metrics, remediation, product support, research, road, product reviews, documentation, service implementation, maintenance, mobile apps, classroom training, learning, assessment, bau, market research, process review, liaison, rdc, product knowledge, events, design, video, project, conducting, technical requirements, business units, service work, code review, brds, timelines, authentication, kofax, funding, business process, ux, demos, teams, customer experience, web, collaboration}"
1265,DIGITAL-MEDIA,"{spanish, github, office, content acquisitions, writer, mac, procedural, leadership, zendesk, outlook, acceptance testing, coordinated, labels, acrobat, reporting, digital assets, revenue, contractual, user requirements, powerpoint, leadership skills, user acceptance testing, operations, television, specifications, mac os, data analysis, acquisitions, filezilla, languages, media solutions, customer, itunes, distribution management, curating, strategy, adobe, revenue analysis, quality, film, testing, onboarding, data reporting, encoding, product requirements, coordinators, schedules, finances, training, dubbing, mobile, localization, digital, music industry, metrics, management skills, word, crm, content licensing, troubleshooting, sharepoint, research, records, project management skills, maintenance, os x, expenses, liaison, salesforce, broadcast, post production, tableau, licensing, video, access, x, project, subtitles, jira, service providers, reporting systems, partnerships, content operations, adobe acrobat, excel, global reporting, finance, documentaries, sap, deliveries, teams, rhapsody, microsoft, customer experience}"
1266,DIGITAL-MEDIA,"{focus, annual reviews, completion, extensions, time management, administrative, credit, regulations, microsoft word, training, instructions, customer satisfaction, english, options, advanced, accountability, articulate, mac, appraising, escalations management, conducting, resolving issues, writing, productivity, powerpoint, thorough research, operations, bonuses, instagram, facebook, outlook, metrics, management skills, word, tax, performing, excel, twitter, preparation, plus, hiring, social media, avid, troubleshooting, expressive, windows, notification, interviewing, customer service, reviews, research, vista, problem solving, microsoft outlook, daily operations, customer, microsoft, property management, windows vista, quality, maps, directors, environment, pinterest}"
1267,DIGITAL-MEDIA,"{spanish, graduate, customer service skills, international studies, time management, solver, italian, access, international business, beta, travel, written communication, work effectively, lists, study abroad, european studies, leadership, media marketing, outlets, instagram, facebook, problem solving, social media, customer service, languages, optimization, research, customer, literacy, philanthropy, international education, environment, committees}"
1268,DIGITAL-MEDIA,"{comscore, stewardship, turn, nielsen, progression, kantar, digital media, video, mri, delegation, training, media planning, media tools, led, millennials, communications, drive, audience measurement, planning software, advanced, project, fundamentals, team leadership, lite, econometric modeling, media trends, arts journalism, blue chip, local media, presentation skills, leadership skills, ooh, print, digital marketing, leadership, space, media marketing, digital, reach, modeling, strategic business, beer, digital tv, journalism, interpersonal skills, marketing media, branding, digital strategy, agency leadership, media tv, nfl, social media, field marketing, toolbox, research, landscape, professional development, atmosphere, media solutions, award, leadership development, planners, teams, earned media, strategy, strategy execution, strategic media, integrated media, budget tracking, history, inform, media strategy, clear, analytics, collaboration}"
1269,DIGITAL-MEDIA,"{vi, spanish, application, office, n, workshops, range, video, r, general, birth, conferences, training, models, english, c, advanced, difficult situations, applied sciences, groups, scientific analysis, features, course evaluation, technology, graphics, congress, television, workstation, conventions, data analysis, public, observational, satellite, problem solving, languages, research, technical research, status, weather, continuing education, meteorology, inform, quality, commission, publications, radar, storms, sierra}"
1270,DIGITAL-MEDIA,"{hipaa, focus, health insurance, settlement, office, administrative, internet, regulations, led, writer, medicare advantage, international travel, patient satisfaction, spreadsheets, client accounts, house calls, outlook, coordinated, gatekeeper, concur, commission, data research, conflict, clear, databases, expense reports, c, articulate, lists, payments, investment, medicare, itineraries, customer service, insurance, concept development, passport, compilation, customer, catering, community action, enrollments, quality, testing, completion, conflict resolution, preparedness, general, health, training, strategic planning, travel, phone coverage, word, lotus notes, lotus, harvest, research, rx, status, purchasing, security, ground transportation, liaison, allocations, controlled release, airlines, appeals, organizational support, project, ophthalmology, transportation, notes, calendars, excel, manage multiple, investment banking, teams, calculations}"
1271,DIGITAL-MEDIA,"{messaging, application, copies, offers, ltv, microsoft excel, computational modeling, bonuses, excel pivot, coordinated, html, landing pages, sem, membership, resolve, google analytics, reporting, sitespect, loans, youtube, databases, revenue, deposits, kpi, base, ibm, returns, conversion rate, powerpoint, search, money, pop, languages, performance metrics, customer, omniture, testing, cognitive science, ctr, psychology, campaigns, operating systems, pages, dashboards, keywords, escrow, models, microsoft word, redesigning, business rules, sitecatalyst, lisp, brand awareness, digital, modeling, metrics, boarding, google, word, tax, seo, sharepoint, vista, documentation, cpm, cpc, analytics, underwriting, salesforce, events, design, access, basecamp, affiliate, window, sql, database, digital marketing, bids, facebook, processing, partnerships, affiliate networks, online, excel, adwords, dashboard, retargeting, dna, vlookup, loan, affiliates, xp, teams, microsoft, live, customer experience, employment tax, web, microstrategy}"
1272,DIGITAL-MEDIA,"{swap, foot, leadership, instagram, journalism, afghanistan, video production, digital strategy, defense, coordinated, contingency, html, development design, award, digital engagement, google analytics, xml, square, pinterest, digital video, youtube, air, community engagement, base, graphic design, content curation, photos, contests, writing, defense logistics, local media, css, military, publishing, features, operations, multimedia, data analysis, preparation, gold, cloud, sustainment, insurance, optimization, conservation, planners, strategy, adobe, deployment planning, event planning, final cut pro, omniture, data visualization, supply, flow, campaigns, passenger, pro, pages, www, com, general, readiness, training, media strategy, combat, blogs, facilitation, business communications, print, graphics, digital, metrics, public, google, proofreading, platforms, seo, tos, status, maintenance, user experience, security, analytics, presentations, content management, design, sports, video, cms, negotiation, communications, adobe creative cloud, editing, visualization, veterans, project, journalists, arts journalism, database, public relations, photography, transportation, web metrics, content integration, outlets, commercial photography, development work, facebook, global logistics, online, twitter, creative cloud, linear editing, social media, redeployment, email, live, terminal, maps, web, mobility}"
